depth,sample
6,D20160820T070222_IFCB110
6,D20161001T091400_IFCB110
6,D20160903T233420_IFCB110
6,D20160906T231708_IFCB110
6,D20160826T123650_IFCB110
6,D20160831T172953_IFCB110
6,D20160911T224958_IFCB110
6,D20160830T043325_IFCB110
6,D20160908T153140_IFCB110
6,D20161012T011246_IFCB110
6,D20161016T180146_IFCB110
6,D20160901T003527_IFCB110
6,D20161016T131641_IFCB110
6,D20160828T093423_IFCB110
6,D20161008T085201_IFCB110
6,D20160908T124610_IFCB110
6,D20161016T034922_IFCB110
6,D20160920T094136_IFCB110
6,D20161011T132208_IFCB110
6,D20160830T065515_IFCB110
6,D20160819T001718_IFCB110
6,D20160812T212236_IFCB110
6,D20160927T113541_IFCB110
6,D20160810T221215_IFCB110
6,D20160927T080251_IFCB110
6,D20160822T084337_IFCB110
6,D20160820T114601_IFCB110
6,D20161011T103640_IFCB110
6,D20161002T163003_IFCB110
6,D20160811T060458_IFCB110
6,D20160825T010739_IFCB110
6,D20160903T070011_IFCB110
6,D20160811T045404_IFCB110
6,D20161001T020826_IFCB110
6,D20160819T050056_IFCB110
6,D20160829T210254_IFCB110
6,D20161005T194654_IFCB110
6,D20160910T004626_IFCB110
6,D20160927T020811_IFCB110
6,D20161013T203636_IFCB110
6,D20160928T162822_IFCB110
6,D20161013T225836_IFCB110
6,D20161002T140813_IFCB110
6,D20160812T115507_IFCB110
6,D20161015T023504_IFCB110
6,D20160829T223727_IFCB110
6,D20160901T144747_IFCB110
6,D20160810T170427_IFCB110
6,D20160831T080112_IFCB110
6,D20161002T033742_IFCB110
6,D20160906T042101_IFCB110
6,D20160901T025716_IFCB110
6,D20160826T205319_IFCB110
6,D20160908T005654_IFCB110
6,D20161002T104317_IFCB110
6,D20160811T123856_IFCB110
6,D20160810T223553_IFCB110
6,D20161003T222808_IFCB110
6,D20160810T223553_IFCB110
6,D20160901T215314_IFCB110
6,D20160927T020811_IFCB110
6,D20160911T101332_IFCB110
6,D20160811T040647_IFCB110
6,D20161013T225836_IFCB110
6,D20160927T043001_IFCB110
6,D20160901T003527_IFCB110
6,D20161005T005041_IFCB110
6,D20160910T021705_IFCB110
6,D20160810T225931_IFCB110
6,D20160904T015610_IFCB110
6,D20160810T203742_IFCB110
6,D20161013T181440_IFCB110
6,D20161002T055937_IFCB110
6,D20160929T015556_IFCB110
6,D20160913T150339_IFCB110
6,D20161010T054934_IFCB110
6,D20160824T004132_IFCB110
6,D20160820T185129_IFCB110
6,D20161008T133541_IFCB110
6,D20161015T023504_IFCB110
6,D20161002T140813_IFCB110
6,D20161010T230947_IFCB110
6,D20160930T190247_IFCB110
6,D20160830T113853_IFCB110
6,D20160830T152819_IFCB110
6,D20160810T190309_IFCB110
6,D20160901T051906_IFCB110
6,D20160927T062812_IFCB110
6,D20160906T231708_IFCB110
6,D20161001T113550_IFCB110
6,D20160831T124558_IFCB110
6,D20160927T071529_IFCB110
6,D20160927T062812_IFCB110
6,D20160812T073343_IFCB110
6,D20161005T172459_IFCB110
6,D20161009T224256_IFCB110
6,D20160904T015610_IFCB110
6,D20160901T003527_IFCB110
6,D20160831T005538_IFCB110
6,D20160910T154105_IFCB110
6,D20160911T125900_IFCB110
6,D20161011T110018_IFCB110
6,D20161006T193001_IFCB110
6,D20161014T082606_IFCB110
6,D20160821T231604_IFCB110
6,D20161007T020646_IFCB110
6,D20161010T151657_IFCB110
6,D20161003T174423_IFCB110
6,D20160907T190326_IFCB110
6,D20160831T221337_IFCB110
6,D20160911T222620_IFCB110
6,D20160825T032928_IFCB110
6,D20160908T150801_IFCB110
6,D20160820T140750_IFCB110
6,D20161004T130123_IFCB110
6,D20161005T031236_IFCB110
6,D20160820T185129_IFCB110
6,D20161015T155954_IFCB110
6,D20160903T070011_IFCB110
6,D20160826T053112_IFCB110
6,D20160822T150148_IFCB110
6,D20161014T060416_IFCB110
6,D20160830T001200_IFCB110
6,D20160811T071553_IFCB110
6,D20161002T082127_IFCB110
6,D20161005T124102_IFCB110
6,D20160908T153140_IFCB110
6,D20160903T114349_IFCB110
6,D20160811T020836_IFCB110
6,D20160913T054537_IFCB110
6,D20160928T162822_IFCB110
6,D20160906T112630_IFCB110
6,D20160906T015912_IFCB110
6,D20160829T230105_IFCB110
6,D20161004T200657_IFCB110
6,D20161011T114735_IFCB110
6,D20161008T014633_IFCB110
6,D20161016T083301_IFCB110
6,D20160901T193125_IFCB110
6,D20160821T042006_IFCB110
6,D20160906T090440_IFCB110
6,D20160821T160912_IFCB110
6,D20160911T174240_IFCB110
6,D20160902T023653_IFCB110
6,D20161004T174502_IFCB110
6,D20160910T013342_IFCB110
6,D20161007T020646_IFCB110
6,D20160812T141657_IFCB110
6,D20160906T134825_IFCB110
6,D20160828T212330_IFCB110
6,D20161009T105344_IFCB110
6,D20161002T055937_IFCB110
6,D20160912T013526_IFCB110
6,D20160811T001026_IFCB110
6,D20161008T133541_IFCB110
6,D20161017T054633_IFCB110
6,D20160902T142724_IFCB110
6,D20160810T203742_IFCB110
6,D20160827T212023_IFCB110
6,D20160812T093154_IFCB110
6,D20160827T013822_IFCB110
6,D20161005T194654_IFCB110
6,D20160810T201404_IFCB110
6,D20160912T180942_IFCB110
6,D20160927T100102_IFCB110
6,D20160812T025004_IFCB110
6,D20160926T234621_IFCB110
6,D20160927T073907_IFCB110
6,D20160821T015817_IFCB110
6,D20161011T134546_IFCB110
6,D20160828T163951_IFCB110
6,D20160820T070222_IFCB110
6,D20160819T165002_IFCB110
6,D20160819T023907_IFCB110
6,D20160927T082629_IFCB110
6,D20160829T155537_IFCB110
6,D20160810T181553_IFCB110
6,D20160822T013754_IFCB110
6,D20160903T233420_IFCB110
6,D20160907T203651_IFCB110
6,D20161006T144622_IFCB110
6,D20160826T101501_IFCB110
6,D20160831T221337_IFCB110
6,D20160911T075142_IFCB110
6,D20160815T180855_IFCB110
6,D20160910T004626_IFCB110
6,D20160903T185042_IFCB110
6,D20160822T150148_IFCB110
6,D20160829T232443_IFCB110
6,D20161004T005003_IFCB110
6,D20160829T181727_IFCB110
6,D20160903T114349_IFCB110
6,D20160825T032928_IFCB110
6,D20161007T020646_IFCB110
6,D20160910T125536_IFCB110
6,D20160810T221215_IFCB110
6,D20160810T225931_IFCB110
6,D20160907T181609_IFCB110
6,D20160810T225931_IFCB110
6,D20161007T042836_IFCB110
6,D20160827T132738_IFCB110
6,D20160927T020811_IFCB110
6,D20161011T112357_IFCB110
6,D20160905T233722_IFCB110
6,D20160811T005742_IFCB110
6,D20160830T175009_IFCB110
6,D20161005T101805_IFCB110
6,D20161014T130946_IFCB110
6,D20160822T084337_IFCB110
6,D20161002T185158_IFCB110
6,D20161012T011246_IFCB110
6,D20160811T071553_IFCB110
6,D20161009T153727_IFCB110
6,D20160823T221943_IFCB110
6,D20161008T155730_IFCB110
6,D20160903T211231_IFCB110
6,D20160911T030802_IFCB110
6,D20160830T130630_IFCB110
6,D20160910T004626_IFCB110
6,D20161011T185304_IFCB110
6,D20160911T224958_IFCB110
6,D20160908T060413_IFCB110
6,D20161004T174502_IFCB110
6,D20160810T192647_IFCB110
6,D20160819T213505_IFCB110
6,D20160912T132603_IFCB110
6,D20160829T234822_IFCB110
6,D20160911T052952_IFCB110
6,D20160812T141657_IFCB110
6,D20161006T095758_IFCB110
6,D20160826T205319_IFCB110
6,D20160821T064155_IFCB110
6,D20160904T041759_IFCB110
6,D20160828T115612_IFCB110
6,D20161006T025224_IFCB110
6,D20160930T190247_IFCB110
6,D20160908T173000_IFCB110
6,D20160821T160912_IFCB110
6,D20160927T065151_IFCB110
6,D20160902T164914_IFCB110
6,D20160810T214836_IFCB110
6,D20160907T203651_IFCB110
6,D20160829T212632_IFCB110
6,D20160827T040016_IFCB110
6,D20160829T203916_IFCB110
6,D20160906T231708_IFCB110
6,D20160824T052511_IFCB110
6,D20161010T200036_IFCB110
6,D20161016T061111_IFCB110
6,D20160828T234506_IFCB110
6,D20160927T023149_IFCB110
6,D20160812T025004_IFCB110
6,D20160910T131914_IFCB110
6,D20160830T124226_IFCB110
6,D20160907T190326_IFCB110
6,D20160912T154753_IFCB110
6,D20160906T183204_IFCB110
6,D20160903T043821_IFCB110
6,D20160927T065151_IFCB110
6,D20161015T204357_IFCB110
6,D20161007T135600_IFCB110
6,D20161005T101805_IFCB110
6,D20160927T054056_IFCB110
6,D20160903T162852_IFCB110
6,D20160914T171541_IFCB110
6,D20160819T235655_IFCB110
6,D20160912T154753_IFCB110
6,D20160827T154928_IFCB110
6,D20160907T201426_IFCB110
6,D20160927T111157_IFCB110
6,D20160821T015817_IFCB110
6,D20160810T190309_IFCB110
6,D20160826T123650_IFCB110
6,D20160911T125900_IFCB110
6,D20160927T040622_IFCB110
6,D20160812T234425_IFCB110
6,D20160811T005742_IFCB110
6,D20161016T131641_IFCB110
6,D20160903T021632_IFCB110
6,D20160810T195025_IFCB110
6,D20161008T155730_IFCB110
6,D20160810T212458_IFCB110
6,D20160820T162939_IFCB110
6,D20161005T194654_IFCB110
6,D20161011T112357_IFCB110
6,D20160812T002809_IFCB110
6,D20161001T065206_IFCB110
6,D20161005T150309_IFCB110
6,D20160908T153140_IFCB110
6,D20160831T221337_IFCB110
6,D20160830T091704_IFCB110
6,D20160829T215011_IFCB110
6,D20160831T124558_IFCB110
6,D20160828T115612_IFCB110
6,D20160821T183101_IFCB110
6,D20160911T030802_IFCB110
6,D20160826T030922_IFCB110
6,D20160927T025528_IFCB110
6,D20160820T044033_IFCB110
6,D20160828T045044_IFCB110
6,D20160901T025716_IFCB110
6,D20161007T091220_IFCB110
6,D20161007T091220_IFCB110
6,D20160911T030802_IFCB110
6,D20161004T130123_IFCB110
6,D20160828T071234_IFCB110
6,D20161010T125508_IFCB110
6,D20160826T075306_IFCB110
6,D20160823T221943_IFCB110
6,D20160901T193125_IFCB110
6,D20161002T055937_IFCB110
6,D20161016T034922_IFCB110
6,D20160908T173000_IFCB110
6,D20160811T065215_IFCB110
6,D20161011T125830_IFCB110
6,D20160907T203651_IFCB110
6,D20161003T152233_IFCB110
6,D20161002T011546_IFCB110
6,D20160910T180255_IFCB110
6,D20160830T005916_IFCB110
6,D20160912T084224_IFCB110
6,D20160911T152050_IFCB110
6,D20161009T131538_IFCB110
6,D20160929T015556_IFCB110
6,D20160811T071553_IFCB110
6,D20160830T003538_IFCB110
6,D20160927T085008_IFCB110
6,D20160824T030322_IFCB110
6,D20160926T175148_IFCB110
6,D20161007T183939_IFCB110
6,D20160830T091704_IFCB110
6,D20160820T070222_IFCB110
6,D20160811T003404_IFCB110
6,D20160830T120231_IFCB110
6,D20160812T234425_IFCB110
6,D20161002T185158_IFCB110
6,D20160828T115612_IFCB110
6,D20161015T230541_IFCB110
6,D20160927T150831_IFCB110
6,D20160908T082608_IFCB110
6,D20161003T174423_IFCB110
6,D20160811T073931_IFCB110
6,D20160927T060434_IFCB110
6,D20160811T020836_IFCB110
6,D20160927T093724_IFCB110
6,D20160906T090440_IFCB110
6,D20160911T200430_IFCB110
6,D20160928T185016_IFCB110
6,D20160907T225843_IFCB110
6,D20160902T120411_IFCB110
6,D20160827T013822_IFCB110
6,D20160828T212330_IFCB110
6,D20161005T053426_IFCB110
6,D20160822T220815_IFCB110
6,D20160906T205502_IFCB110
6,D20160831T053922_IFCB110
6,D20160822T035943_IFCB110
6,D20160820T140750_IFCB110
6,D20161010T173846_IFCB110
6,D20160911T075142_IFCB110
6,D20160825T222419_IFCB110
6,D20160820T140750_IFCB110
6,D20160911T224958_IFCB110
6,D20161004T152312_IFCB110
6,D20160929T015556_IFCB110
6,D20160912T035845_IFCB110
6,D20160813T135645_IFCB110
6,D20161001T091400_IFCB110
6,D20161006T051419_IFCB110
6,D20160907T183948_IFCB110
6,D20160906T205502_IFCB110
6,D20160811T065215_IFCB110
6,D20161004T174502_IFCB110
6,D20160819T023907_IFCB110
6,D20160901T144747_IFCB110
6,D20160810T201404_IFCB110
6,D20161009T202106_IFCB110
6,D20160810T172836_IFCB110
6,D20160810T221215_IFCB110
6,D20160810T210120_IFCB110
6,D20160811T003404_IFCB110
6,D20161009T083154_IFCB110
6,D20160927T104819_IFCB110
6,D20160927T102441_IFCB110
6,D20160829T232443_IFCB110
6,D20160811T062837_IFCB110
6,D20160820T114601_IFCB110
6,D20161004T152312_IFCB110
6,D20160910T011004_IFCB110
6,D20161016T131641_IFCB110
6,D20161010T222225_IFCB110
6,D20160810T223553_IFCB110
6,D20160821T112534_IFCB110
6,D20160810T175214_IFCB110
6,D20160908T012033_IFCB110
6,D20160927T111157_IFCB110
6,D20160811T051742_IFCB110
6,D20160902T164914_IFCB110
6,D20161005T150309_IFCB110
6,D20160811T060458_IFCB110
6,D20160912T132603_IFCB110
6,D20161010T032745_IFCB110
6,D20161010T222225_IFCB110
6,D20160906T015912_IFCB110
6,D20160821T134723_IFCB110
6,D20160819T094435_IFCB110
6,D20160908T130948_IFCB110
6,D20160927T115919_IFCB110
6,D20160908T012033_IFCB110
6,D20160901T100244_IFCB110
6,D20160821T064155_IFCB110
6,D20161011T103640_IFCB110
6,D20160825T055118_IFCB110
6,D20161005T101805_IFCB110
6,D20160811T054120_IFCB110
6,D20160927T023149_IFCB110
6,D20161013T181440_IFCB110
6,D20160811T023215_IFCB110
6,D20160909T200246_IFCB110
6,D20160903T092200_IFCB110
6,D20161001T161856_IFCB110
6,D20161014T104756_IFCB110
6,D20161005T220844_IFCB110
6,D20160911T055330_IFCB110
6,D20160812T025004_IFCB110
6,D20161004T053353_IFCB110
6,D20160822T062137_IFCB110
6,D20160906T183204_IFCB110
6,D20160830T223349_IFCB110
6,D20160913T194723_IFCB110
6,D20160825T222419_IFCB110
6,D20160903T021632_IFCB110
6,D20160928T185016_IFCB110
6,D20160911T103710_IFCB110
6,D20160927T091346_IFCB110
6,D20160810T175214_IFCB110
6,D20160821T231604_IFCB110
6,D20161001T020826_IFCB110
6,D20160927T104819_IFCB110
6,D20160902T072032_IFCB110
6,D20160911T033140_IFCB110
6,D20160927T054056_IFCB110
6,D20161016T061111_IFCB110
6,D20160901T144747_IFCB110
6,D20160926T175148_IFCB110
6,D20161001T184046_IFCB110
6,D20161002T140813_IFCB110
6,D20160820T092412_IFCB110
6,D20160830T201159_IFCB110
6,D20160912T062034_IFCB110
6,D20161009T175917_IFCB110
6,D20161007T065026_IFCB110
6,D20160826T205319_IFCB110
6,D20161006T025224_IFCB110
6,D20160812T051153_IFCB110
6,D20160910T013342_IFCB110
6,D20161009T202106_IFCB110
6,D20160823T003004_IFCB110
6,D20160910T043912_IFCB110
6,D20160904T063949_IFCB110
6,D20161010T081124_IFCB110
6,D20160831T150804_IFCB110
6,D20161011T103640_IFCB110
6,D20160909T222436_IFCB110
6,D20160823T025153_IFCB110
6,D20160810T195025_IFCB110
6,D20160825T103457_IFCB110
6,D20160908T082608_IFCB110
6,D20160906T134825_IFCB110
6,D20160821T112534_IFCB110
6,D20160926T234621_IFCB110
6,D20160914T171541_IFCB110
6,D20160825T151851_IFCB110
6,D20160813T091142_IFCB110
6,D20160811T045404_IFCB110
6,D20161005T172459_IFCB110
6,D20160913T220912_IFCB110
6,D20160829T212632_IFCB110
6,D20160911T174240_IFCB110
6,D20161011T052923_IFCB110
6,D20160927T080251_IFCB110
6,D20161006T095758_IFCB110
6,D20161015T155954_IFCB110
6,D20161007T091220_IFCB110
6,D20160813T135645_IFCB110
6,D20160928T233401_IFCB110
6,D20160810T170427_IFCB110
6,D20160819T191151_IFCB110
6,D20160812T002809_IFCB110
6,D20160927T085008_IFCB110
6,D20160830T175009_IFCB110
6,D20160910T015721_IFCB110
6,D20160830T124226_IFCB110
6,D20160811T020836_IFCB110
6,D20160819T235655_IFCB110
6,D20160901T074055_IFCB110
6,D20160819T050056_IFCB110
6,D20161003T200618_IFCB110
6,D20160826T030922_IFCB110
6,D20160908T173000_IFCB110
6,D20160821T090344_IFCB110
6,D20160823T003004_IFCB110
6,D20161011T112357_IFCB110
6,D20160823T025153_IFCB110
6,D20160910T070101_IFCB110
6,D20160830T122609_IFCB110
6,D20160830T043325_IFCB110
6,D20160827T013822_IFCB110
6,D20160906T112630_IFCB110
6,D20160812T002809_IFCB110
6,D20160927T051717_IFCB110
6,D20160908T150801_IFCB110
6,D20160908T005654_IFCB110
6,D20160830T113853_IFCB110
6,D20160927T082629_IFCB110
6,D20160813T113456_IFCB110
6,D20161009T083154_IFCB110
6,D20160820T211442_IFCB110
6,D20160913T032343_IFCB110
6,D20161004T053353_IFCB110
6,D20161017T032444_IFCB110
6,D20160819T142813_IFCB110
6,D20160831T195143_IFCB110
6,D20160901T025716_IFCB110
6,D20161010T032745_IFCB110
6,D20160912T203132_IFCB110
6,D20160827T040016_IFCB110
6,D20160911T081520_IFCB110
6,D20160903T140703_IFCB110
6,D20160810T183931_IFCB110
6,D20160819T094435_IFCB110
6,D20160928T233401_IFCB110
6,D20160903T092200_IFCB110
6,D20161001T043016_IFCB110
6,D20161001T091400_IFCB110
6,D20160904T063949_IFCB110
6,D20160829T212632_IFCB110
6,D20160830T091704_IFCB110
6,D20160903T211231_IFCB110
6,D20161016T034922_IFCB110
6,D20160903T140703_IFCB110
6,D20161007T065026_IFCB110
6,D20160821T090344_IFCB110
6,D20161014T175451_IFCB110
6,D20160927T034244_IFCB110
6,D20160920T094136_IFCB110
6,D20160822T035943_IFCB110
6,D20161001T161856_IFCB110
6,D20161001T020826_IFCB110
6,D20160813T135645_IFCB110
6,D20160927T085008_IFCB110
6,D20160928T211206_IFCB110
6,D20160901T074055_IFCB110
6,D20161007T042836_IFCB110
6,D20160908T130948_IFCB110
6,D20160830T065515_IFCB110
6,D20160831T102301_IFCB110
6,D20160911T055330_IFCB110
6,D20160810T234647_IFCB110
6,D20161015T182202_IFCB110
6,D20161002T033742_IFCB110
6,D20160825T055118_IFCB110
6,D20160913T124149_IFCB110
6,D20160825T103457_IFCB110
6,D20160825T151851_IFCB110
6,D20161016T105452_IFCB110
6,D20160822T084337_IFCB110
6,D20160927T043001_IFCB110
6,D20160810T195025_IFCB110
6,D20160908T124610_IFCB110
6,D20160830T152819_IFCB110
6,D20160928T162822_IFCB110
6,D20160820T233628_IFCB110
6,D20160902T191104_IFCB110
6,D20160930T234637_IFCB110
6,D20160927T115919_IFCB110
6,D20161011T004544_IFCB110
6,D20160903T070011_IFCB110
6,D20160910T011004_IFCB110
6,D20160828T234506_IFCB110
6,D20161004T222846_IFCB110
6,D20160902T094221_IFCB110
6,D20160927T122302_IFCB110
6,D20160823T221943_IFCB110
6,D20160910T070101_IFCB110
6,D20160813T020615_IFCB110
6,D20160901T170936_IFCB110
6,D20161014T082606_IFCB110
6,D20160810T172836_IFCB110
6,D20161006T193001_IFCB110
6,D20160826T053112_IFCB110
6,D20160910T131914_IFCB110
6,D20161006T025224_IFCB110
6,D20161008T063012_IFCB110
6,D20160821T064155_IFCB110
6,D20160929T021934_IFCB110
6,D20160811T023215_IFCB110
6,D20160810T212458_IFCB110
6,D20160825T125651_IFCB110
6,D20161011T110018_IFCB110
6,D20160829T221349_IFCB110
6,D20160828T093423_IFCB110
6,D20161011T052923_IFCB110
6,D20160811T054120_IFCB110
6,D20160908T060413_IFCB110
6,D20160927T073907_IFCB110
6,D20160927T100102_IFCB110
6,D20160905T233722_IFCB110
6,D20161014T034221_IFCB110
6,D20160811T031931_IFCB110
6,D20160828T190141_IFCB110
6,D20160927T173027_IFCB110
6,D20160927T060434_IFCB110
6,D20160911T231337_IFCB110
6,D20161003T200618_IFCB110
6,D20160830T005916_IFCB110
6,D20160828T071234_IFCB110
6,D20161005T220844_IFCB110
6,D20161002T185158_IFCB110
6,D20161007T183939_IFCB110
6,D20160810T210120_IFCB110
6,D20160903T185042_IFCB110
6,D20161008T014633_IFCB110
6,D20161016T012732_IFCB110
6,D20160927T104819_IFCB110
6,D20160828T071234_IFCB110
6,D20160813T042804_IFCB110
6,D20160904T063949_IFCB110
6,D20160927T054056_IFCB110
6,D20160821T160912_IFCB110
6,D20160907T192704_IFCB110
6,D20160901T074055_IFCB110
6,D20161005T150309_IFCB110
6,D20161009T131538_IFCB110
6,D20160913T194723_IFCB110
6,D20160829T234822_IFCB110
6,D20160902T001504_IFCB110
6,D20160927T062812_IFCB110
6,D20161014T130946_IFCB110
6,D20161009T105344_IFCB110
6,D20160811T045404_IFCB110
6,D20161005T031236_IFCB110
6,D20161001T043016_IFCB110
6,D20160819T142813_IFCB110
6,D20160927T122302_IFCB110
6,D20160818T215529_IFCB110
6,D20160911T101332_IFCB110
6,D20160810T175214_IFCB110
6,D20161011T121113_IFCB110
6,D20160812T073343_IFCB110
6,D20160908T082608_IFCB110
6,D20160831T102301_IFCB110
6,D20160927T034244_IFCB110
6,D20160824T004132_IFCB110
6,D20160927T051717_IFCB110
6,D20161011T123451_IFCB110
6,D20160830T223349_IFCB110
6,D20160910T131914_IFCB110
6,D20160825T032928_IFCB110
6,D20161011T134546_IFCB110
6,D20160830T223349_IFCB110
6,D20160910T043912_IFCB110
6,D20161010T173846_IFCB110
6,D20160830T130630_IFCB110
6,D20160831T080112_IFCB110
6,D20160813T020615_IFCB110
6,D20161008T155730_IFCB110
6,D20161011T075113_IFCB110
6,D20160831T053922_IFCB110
6,D20160901T193125_IFCB110
6,D20160907T183948_IFCB110
6,D20160902T191104_IFCB110
6,D20160819T001718_IFCB110
6,D20160810T183931_IFCB110
6,D20160810T212458_IFCB110
6,D20161010T125508_IFCB110
6,D20160930T212442_IFCB110
6,D20161011T140924_IFCB110
6,D20160823T025153_IFCB110
6,D20160830T124226_IFCB110
6,D20160819T191151_IFCB110
6,D20160819T213505_IFCB110
6,D20160820T162939_IFCB110
6,D20161010T010556_IFCB110
6,D20160825T125651_IFCB110
6,D20161006T170811_IFCB110
6,D20160812T234425_IFCB110
6,D20161006T073609_IFCB110
6,D20160829T210254_IFCB110
6,D20160930T234637_IFCB110
6,D20161006T003034_IFCB110
6,D20160815T180855_IFCB110
6,D20160901T100244_IFCB110
6,D20160927T073907_IFCB110
6,D20161014T175451_IFCB110
6,D20160927T150831_IFCB110
6,D20160930T234637_IFCB110
6,D20160902T213253_IFCB110
6,D20160912T110413_IFCB110
6,D20161005T075615_IFCB110
6,D20160901T215314_IFCB110
6,D20160828T022855_IFCB110
6,D20160907T195048_IFCB110
6,D20160822T172436_IFCB110
6,D20160827T154928_IFCB110
6,D20161015T182202_IFCB110
6,D20161015T230541_IFCB110
6,D20161010T010556_IFCB110
6,D20160810T232309_IFCB110
6,D20161004T005003_IFCB110
6,D20160911T152050_IFCB110
6,D20161011T101302_IFCB110
6,D20160910T070101_IFCB110
6,D20160905T211533_IFCB110
6,D20160824T030322_IFCB110
6,D20160902T045843_IFCB110
6,D20160813T064953_IFCB110
6,D20160825T151851_IFCB110
6,D20160907T181609_IFCB110
6,D20160907T013858_IFCB110
6,D20161015T023504_IFCB110
6,D20160820T092412_IFCB110
6,D20160906T205502_IFCB110
6,D20160812T190046_IFCB110
6,D20161002T163003_IFCB110
6,D20160810T192647_IFCB110
6,D20160811T005742_IFCB110
6,D20160908T175338_IFCB110
6,D20161011T134546_IFCB110
6,D20160906T134825_IFCB110
6,D20160912T035845_IFCB110
6,D20161014T034221_IFCB110
6,D20160930T212442_IFCB110
6,D20161015T111507_IFCB110
6,D20160811T001026_IFCB110
6,D20160810T201404_IFCB110
6,D20160822T194625_IFCB110
6,D20161006T193001_IFCB110
6,D20161006T051419_IFCB110
6,D20160825T010739_IFCB110
6,D20160830T201159_IFCB110
6,D20160819T165002_IFCB110
6,D20161010T151657_IFCB110
6,D20160907T013858_IFCB110
6,D20160913T054537_IFCB110
6,D20160812T190046_IFCB110
6,D20161005T075615_IFCB110
6,D20160813T064953_IFCB110
6,D20160910T015721_IFCB110
6,D20161016T105452_IFCB110
6,D20161007T161750_IFCB110
6,D20160829T215011_IFCB110
6,D20160927T023149_IFCB110
6,D20160812T115507_IFCB110
6,D20161002T082127_IFCB110
6,D20160811T012120_IFCB110
6,D20160830T175009_IFCB110
6,D20160820T092412_IFCB110
6,D20161010T200036_IFCB110
6,D20160913T220912_IFCB110
6,D20160813T091142_IFCB110
6,D20160920T094136_IFCB110
6,D20160826T123650_IFCB110
6,D20161014T012031_IFCB110
6,D20160819T191151_IFCB110
6,D20161006T170811_IFCB110
6,D20160813T091142_IFCB110
6,D20160825T010739_IFCB110
6,D20160927T071529_IFCB110
6,D20160910T154105_IFCB110
6,D20160830T005916_IFCB110
6,D20160812T163851_IFCB110
6,D20161017T221631_IFCB110
6,D20161006T051419_IFCB110
6,D20161017T032444_IFCB110
6,D20160812T115507_IFCB110
6,D20161016T083301_IFCB110
6,D20160812T051153_IFCB110
6,D20160828T045044_IFCB110
6,D20160819T001718_IFCB110
6,D20160908T175338_IFCB110
6,D20160825T055118_IFCB110
6,D20160902T001504_IFCB110
6,D20160911T222620_IFCB110
6,D20160819T120624_IFCB110
6,D20160910T125536_IFCB110
6,D20160911T052952_IFCB110
6,D20161009T153727_IFCB110
6,D20160831T005538_IFCB110
6,D20160905T211533_IFCB110
6,D20160912T084224_IFCB110
6,D20161011T110018_IFCB110
6,D20160811T051742_IFCB110
6,D20160811T062837_IFCB110
6,D20160829T234822_IFCB110
6,D20160828T141802_IFCB110
6,D20160830T003538_IFCB110
6,D20160811T014458_IFCB110
6,D20160830T021119_IFCB110
6,D20160819T050056_IFCB110
6,D20160903T021632_IFCB110
6,D20160821T042006_IFCB110
6,D20160907T013858_IFCB110
6,D20161015T204357_IFCB110
6,D20160829T111159_IFCB110
6,D20161011T163115_IFCB110
6,D20161010T230947_IFCB110
6,D20160829T111159_IFCB110
6,D20160904T015610_IFCB110
6,D20160830T021119_IFCB110
6,D20160830T201159_IFCB110
6,D20160831T195143_IFCB110
6,D20160905T233722_IFCB110
6,D20161005T053426_IFCB110
6,D20161003T222808_IFCB110
6,D20160821T183101_IFCB110
6,D20160821T231604_IFCB110
6,D20160907T192704_IFCB110
6,D20160927T045339_IFCB110
6,D20161007T135600_IFCB110
6,D20160831T195143_IFCB110
6,D20161008T085201_IFCB110
6,D20160906T183204_IFCB110
6,D20160902T235442_IFCB110
6,D20160913T054537_IFCB110
6,D20160930T212442_IFCB110
6,D20161005T005041_IFCB110
6,D20160822T062137_IFCB110
6,D20160811T040647_IFCB110
6,D20161011T101302_IFCB110
6,D20160831T150804_IFCB110
6,D20160927T091346_IFCB110
6,D20160822T194625_IFCB110
6,D20160828T022855_IFCB110
6,D20161004T130123_IFCB110
6,D20160910T011004_IFCB110
6,D20160824T030322_IFCB110
6,D20161011T114735_IFCB110
6,D20160829T221349_IFCB110
6,D20160913T172533_IFCB110
6,D20160830T122609_IFCB110
6,D20160906T042101_IFCB110
6,D20161010T222225_IFCB110
6,D20161008T040822_IFCB110
6,D20161014T104756_IFCB110
6,D20161005T124102_IFCB110
6,D20161002T163003_IFCB110
6,D20160811T040647_IFCB110
6,D20160810T172836_IFCB110
6,D20160911T075142_IFCB110
6,D20160913T124149_IFCB110
6,D20160829T230105_IFCB110
6,D20160831T172953_IFCB110
6,D20160820T233628_IFCB110
6,D20160821T134723_IFCB110
6,D20161010T054934_IFCB110
6,D20160831T102301_IFCB110
6,D20161015T133657_IFCB110
6,D20160821T090344_IFCB110
6,D20160913T220912_IFCB110
6,D20160819T072245_IFCB110
6,D20160911T125900_IFCB110
6,D20161010T054934_IFCB110
6,D20160826T075306_IFCB110
6,D20160810T214836_IFCB110
6,D20161014T082606_IFCB110
6,D20160811T025553_IFCB110
6,D20160815T180855_IFCB110
6,D20160927T040622_IFCB110
6,D20161006T095758_IFCB110
6,D20160820T044033_IFCB110
6,D20160821T205415_IFCB110
6,D20160822T062137_IFCB110
6,D20160831T031728_IFCB110
